"vehicle_id","stock_number","state_of_vehicle","yardname","yard_code","source_yardname","year","make","model","variant","title","price","sale_price","currency","image[0].url","URL","exterior_color","mileage.value"
"708798","708798","DEMO","Rangiora","RANGIORA","Rangiora Demo","2026","Ford","Ranger","XLT 2.0L Bi Turbo Diesel Double Cab 4X4","2026 Ford Ranger XLT 2.0L Bi Turbo Diesel Double Cab 4X4","56990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95470256&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147491/1077/ford-ranger-xlt-2-0l-bi-turbo-diesel-double-cab-4x4","Blue Lightning","7272"
"71790","71790","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Tourneo","Courier Active 1.0L Petrol 7 Speed Auto","2026 Ford Tourneo Courier Active 1.0L Petrol 7 Speed Auto","55990","35990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=90779233&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47446/1002/ford-tourneo-courier-active-1-0l-petrol-7-speed-auto","Agate Black","100"
"756148","756148","DEMO","Sockburn","SOCKBURN","Demo Cars","2026","Ford","Ranger","Raptor 3.0L V6 Turbo Petrol 4WD","2026 Ford Ranger Raptor 3.0L V6 Turbo Petrol 4WD","91990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98223859&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159286/1002/ford-ranger-raptor-3-0l-v6-turbo-petrol-4wd","Arctic White","1225"
"77783","77783","DEMO","Sockburn","SOCKBURN","Demo Cars","2026","Ford","Puma","St-Line 1.0L Mid Hybrid","2026 Ford Puma St-Line 1.0L Mid Hybrid","35990","34990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96390539&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/146716/1002/ford-puma-st-line-1-0l-mid-hybrid","Frozen White","7227"
"79893","79893","DEMO","Sockburn","SOCKBURN","Demo Cars","2026","Ford","Puma","St-Line 1.0L Mid Hybrid","2026 Ford Puma St-Line 1.0L Mid Hybrid","35990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97241392&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147666/1002/ford-puma-st-line-1-0l-mid-hybrid","Frozen White","5171"
"79895","79895","DEMO","Sockburn","SOCKBURN","Demo Cars","2026","Ford","Puma","St-Line 1.0L Mid Hybrid","2026 Ford Puma St-Line 1.0L Mid Hybrid","35990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97078334&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/158951/1002/ford-puma-st-line-1-0l-mid-hybrid","Frozen White","6058"
"85258","85258","DEMO","Sockburn","SOCKBURN","Demo Cars","2026","Ford","Puma","St-Line 1.0L Mid Hybrid","2026 Ford Puma St-Line 1.0L Mid Hybrid","35990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97924200&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147076/1077/ford-puma-st-line-1-0l-mid-hybrid","Frozen White","6889"
"95141","95141","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Everest","New Gen Sport 4WD 2.0 Bi Turbo 10spd ON SALE","2025 Ford Everest New Gen Sport 4WD 2.0 Bi Turbo 10spd ON SALE","74990","66995","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=92421976&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/130712/1002/ford-everest-new-gen-sport-4wd-2-0-bi-turbo-10spd-on-sale","Blue Lightning","17500"
"95183","95183","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Everest","New Gen Sport 4WD 2.0 Bi Turbo 7str","2025 Ford Everest New Gen Sport 4WD 2.0 Bi Turbo 7str","65995","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=92799663&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/130713/1002/ford-everest-new-gen-sport-4wd-2-0-bi-turbo-7str","Aluminium Silver","18000"
"95264","95264","USED","Sockburn","SOCKBURN","Used Cars","2025","Mahindra","XUV700","AX7L 2.0 litre 6spd Auto 7 Seater ON SALE","2025 Mahindra XUV700 AX7L 2.0 litre 6spd Auto 7 Seater ON SALE","39990","33995","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=94198720&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/143445/1002/mahindra-xuv700-ax7l-2-0-litre-6spd-auto-7-seater-on-sale","Platinum White","12634"
"95276","95276","USED","Rangiora","RANGIORA","Used Cars","2025","Mahindra","XUV700","AX7L 2.0 litre 6 spd Auto ON SALE","2025 Mahindra XUV700 AX7L 2.0 litre 6 spd Auto ON SALE","35990","33995","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98223749&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159430/1077/mahindra-xuv700-ax7l-2-0-litre-6-spd-auto-on-sale","Silver Metallic","12202"
"95285","95285","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Ranger","New Gen Sport 4WD 2.0 Bi-Turbo 10spd SALE","2025 Ford Ranger New Gen Sport 4WD 2.0 Bi-Turbo 10spd SALE","61990","56990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=93631243&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/142415/1002/ford-ranger-new-gen-sport-4wd-2-0-bi-turbo-10spd-sale","WHITE","17000"
"95291","95291","USED","Rangiora","RANGIORA","Used Cars","2025","Mitsubishi","Pajero Sport","VRX Black Edition 4WD 2.4TDiesel 7str","2025 Mitsubishi Pajero Sport VRX Black Edition 4WD 2.4TDiesel 7str","53990","45990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=93557947&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159039/1077/mitsubishi-pajero-sport-vrx-black-edition-4wd-2-4tdiesel-7str","WHITE","35079"
"95305","95305","USED","Sockburn","SOCKBURN","Used Cars","2025","Mahindra","XUV700","AX7L 2.0 litre 6 spd Auto 7 Seater ON SALE","2025 Mahindra XUV700 AX7L 2.0 litre 6 spd Auto 7 Seater ON SALE","41990","33995","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=93666494&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/142526/1002/mahindra-xuv700-ax7l-2-0-litre-6-spd-auto-7-seater-on-sale","BLUE","10458"
"95344","95344","USED","Rangiora","RANGIORA","Rangiora Used","2025","Ford","Everest","New Gen Trend 4WD 2.0L 7-Seater ON SALE","2025 Ford Everest New Gen Trend 4WD 2.0L 7-Seater ON SALE","65990","59990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95086442&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147086/1077/ford-everest-new-gen-trend-4wd-2-0l-7-seater-on-sale","Meteor Grey","15218"
"95370","95370","USED","Rangiora","RANGIORA","Rangiora Used","2025","Ford","Ranger","New Gen Wildtrak 4WD 2.0 Bi-Turbo ON SALE","2025 Ford Ranger New Gen Wildtrak 4WD 2.0 Bi-Turbo ON SALE","62990","58990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95172367&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148010/1077/ford-ranger-new-gen-wildtrak-4wd-2-0-bi-turbo-on-sale","BLACK","28919"
"95400","95400","USED","Sockburn","SOCKBURN","Used Cars","2021","Ford","Everest","Sport 4WD 2.0L Bi-Turbo 7-Seater ON SALE","2021 Ford Everest Sport 4WD 2.0L Bi-Turbo 7-Seater ON SALE","45990","42990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=94960191&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148316/1002/ford-everest-sport-4wd-2-0l-bi-turbo-7-seater-on-sale","Deep Crystal Blue","80891"
"95410","95410","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Ranger","New Gen Sport 4WD 2.0 Bi Turbo 10spd SALE","2025 Ford Ranger New Gen Sport 4WD 2.0 Bi Turbo 10spd SALE","58990","56990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=94929701&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148318/1002/ford-ranger-new-gen-sport-4wd-2-0-bi-turbo-10spd-sale","Blue Lightning","25715"
"95415","95415","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Ranger","New Gen Sport 4WD 2.0 Bi Turbo 10spd","2025 Ford Ranger New Gen Sport 4WD 2.0 Bi Turbo 10spd","57990","55990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95117568&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/144800/1002/ford-ranger-new-gen-sport-4wd-2-0-bi-turbo-10spd","Arctic White","25662"
"95417","95417","USED","Rangiora","RANGIORA","Rangiora Used","2025","Ford","Ranger","New Gen Sport 4WD 2.0 Bi Turbo 10spd","2025 Ford Ranger New Gen Sport 4WD 2.0 Bi Turbo 10spd","56990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95735607&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147085/1077/ford-ranger-new-gen-sport-4wd-2-0-bi-turbo-10spd","Meteor Grey","23242"
"95445","95445","USED","Rangiora","RANGIORA","Rangiora Used","2023","Ford","Puma","ST-Line 1.0 MHEV Mild Hybrid Electric ON SALE","2023 Ford Puma ST-Line 1.0 MHEV Mild Hybrid Electric ON SALE","23880","21990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95837627&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147129/1077/ford-puma-st-line-1-0-mhev-mild-hybrid-electric-on-sale","Desert Island Blue","81512"
"95455","95455","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Ranger","New Gen Wildtrak 4WD 3.0L V6 TD 10spd ON SALE","2025 Ford Ranger New Gen Wildtrak 4WD 3.0L V6 TD 10spd ON SALE","73990","71990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96297442&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159205/1002/ford-ranger-new-gen-wildtrak-4wd-3-0l-v6-td-10spd-on-sale","Shadow Black","28670"
"95465","95465","USED","Rangiora","RANGIORA","Used Cars","2023","Ford","Everest","New Gen Platinum 4WD 3.0 V6 TD 7 Seater","2023 Ford Everest New Gen Platinum 4WD 3.0 V6 TD 7 Seater","66990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96316306&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159381/1077/ford-everest-new-gen-platinum-4wd-3-0-v6-td-7-seater","Aluminium Silver","89166"
"95484","95484","USED","Rangiora","RANGIORA","Rangiora Used","2026","Ford","Everest","New Gen Sport 4WD 2.0 Bi Turbo 7 str ON SALE","2026 Ford Everest New Gen Sport 4WD 2.0 Bi Turbo 7 str ON SALE","69990","68990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95913962&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147710/1077/ford-everest-new-gen-sport-4wd-2-0-bi-turbo-7-str-on-sale","Blue Lightning","15665"
"95489","95489","USED","Sockburn","SOCKBURN","Used Cars","2026","Ford","Everest","New Gen Sport 4WD 2.0 Bi Turbo 7 Seater","2026 Ford Everest New Gen Sport 4WD 2.0 Bi Turbo 7 Seater","69995","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95989100&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/146108/1002/ford-everest-new-gen-sport-4wd-2-0-bi-turbo-7-seater","Meteor Grey","15000"
"95496","95496","USED","Rangiora","RANGIORA","Rangiora Used","2024","Ford","Ranger","Tremor 4WD 2.0 Bi Turbo 10spd ON SALE","2024 Ford Ranger Tremor 4WD 2.0 Bi Turbo 10spd ON SALE","57990","55990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95760326&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147546/1077/ford-ranger-tremor-4wd-2-0-bi-turbo-10spd-on-sale","Arctic White","15288"
"95498","95498","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Ranger","New Gen Stormtrak PHEV 4WD 2.3L Hybrid ON SALE","2025 Ford Ranger New Gen Stormtrak PHEV 4WD 2.3L Hybrid ON SALE","71990","68990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96175551&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/146340/1002/ford-ranger-new-gen-stormtrak-phev-4wd-2-3l-hybrid-on-sale","Chill Grey","11715"
"95519","95519","USED","Sockburn","SOCKBURN","Rangiora Used","2025","Ford","Ranger","New Gen Wildtrak 4WD 3.0TD V6 10spd","2025 Ford Ranger New Gen Wildtrak 4WD 3.0TD V6 10spd","73990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96400356&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159178/1077/ford-ranger-new-gen-wildtrak-4wd-3-0td-v6-10spd","White","27072"
"95520","95520","USED","Sockburn","SOCKBURN","Used Cars","2026","Ford","Everest","New Gen Sport 4WD 2.0 Bi Turbo 10spd 7 str","2026 Ford Everest New Gen Sport 4WD 2.0 Bi Turbo 10spd 7 str","69990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96538738&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148322/1002/ford-everest-new-gen-sport-4wd-2-0-bi-turbo-10spd-7-str","Arctic White","16943"
"95526","95526","USED","Sockburn","SOCKBURN","Used Cars","2024","Ford","Ranger","New Gen Sport 4WD 2.0 Bi Turbo 10spd","2024 Ford Ranger New Gen Sport 4WD 2.0 Bi Turbo 10spd","54990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96316329&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148317/1002/ford-ranger-new-gen-sport-4wd-2-0-bi-turbo-10spd","Aluminium Silver","29561"
"95547","95547","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Everest","New Gen Trend 4WD 2.0 Bi Turbo 7 seater","2025 Ford Everest New Gen Trend 4WD 2.0 Bi Turbo 7 seater","60990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96960577&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148320/1002/ford-everest-new-gen-trend-4wd-2-0-bi-turbo-7-seater","GREY","16780"
"95565","95565","USED","Rangiora","RANGIORA","Rangiora Used","2020","Ford","Ranger","Wildtrak 2.0D/4Wd","2020 Ford Ranger Wildtrak 2.0D/4Wd","35990","34990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96956627&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147492/1077/ford-ranger-wildtrak-2-0d-4wd","ORANGE","160459"
"95567","95567","USED","Sockburn","SOCKBURN","Used Cars","2016","Kia","Sportage","Urban EX 2.0 litre 6spd Auto NZ New","2016 Kia Sportage Urban EX 2.0 litre 6spd Auto NZ New","16690","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97181634&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147896/1002/kia-sportage-urban-ex-2-0-litre-6spd-auto-nz-new","Sunset Red","133471"
"95568","95568","USED","Sockburn","SOCKBURN","Used Cars","2018","Mitsubishi","Outlander","LS 2.4L CVT 7 Seater NZ New","2018 Mitsubishi Outlander LS 2.4L CVT 7 Seater NZ New","19990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97377590&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148313/1002/mitsubishi-outlander-ls-2-4l-cvt-7-seater-nz-new","WHITE","119550"
"95570","95570","USED","Sockburn","SOCKBURN","Rangiora Used","2024","Ford","Everest","New Gen Wildtrak 3.0V6 TD 4WD 7str","2024 Ford Everest New Gen Wildtrak 3.0V6 TD 4WD 7str","69990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96754337&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147243/1002/ford-everest-new-gen-wildtrak-3-0v6-td-4wd-7str","Aluminium Silver","26174"
"95577","95577","USED","Sockburn","SOCKBURN","Rangiora Used","2023","Ford","Puma","ST-Line 1.0L Mild Hybrid","2023 Ford Puma ST-Line 1.0L Mild Hybrid","23880","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97080783&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148540/1077/ford-puma-st-line-1-0l-mild-hybrid","Solar Silver","83784"
"95581","95581","USED","Sockburn","SOCKBURN","Used Cars","2023","Ford","Puma","ST-Line 1.0L Mild Hybrid","2023 Ford Puma ST-Line 1.0L Mild Hybrid","22990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97441564&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148160/1002/ford-puma-st-line-1-0l-mild-hybrid","Desert Island Blue","79211"
"95582","95582","USED","Sockburn","SOCKBURN","Used Cars","2019","Ford","Ranger","PX3 XLT 4WD 3.2TD 6spd Auto","2019 Ford Ranger PX3 XLT 4WD 3.2TD 6spd Auto","24990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97183805&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148314/1002/ford-ranger-px3-xlt-4wd-3-2td-6spd-auto","Frozen White","219728"
"95593","95593","USED","Sockburn","SOCKBURN","Used Cars","2026","Ford","Transit","Tourneo Custom Sport 9 Seater","2026 Ford Transit Tourneo Custom Sport 9 Seater","69990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98287610&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159382/1002/ford-transit-tourneo-custom-sport-9-seater","Digital Aqua Blue","13777"
"95596","95596","USED","Sockburn","SOCKBURN","Used Cars","2022","Ford","Ranger","New Gen Sport 4WD  3.0L V6 Turbo Diesel","2022 Ford Ranger New Gen Sport 4WD  3.0L V6 Turbo Diesel","53990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97985256&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159040/1002/ford-ranger-new-gen-sport-4wd-3-0l-v6-turbo-diesel","GREY","77102"
"95597","95597","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Escape","ST-Line X AWD FHEV 2.5L Full Hybrid Electric","2025 Ford Escape ST-Line X AWD FHEV 2.5L Full Hybrid Electric","48990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97142413&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147774/1002/ford-escape-st-line-x-awd-fhev-2-5l-full-hybrid-electric","Shadow Black","13241"
"95599","95599","USED","Rangiora","RANGIORA","Rangiora Used","2018","Nissan","Navara","RX 2WD Tipper flat deck","2018 Nissan Navara RX 2WD Tipper flat deck","22990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97541520&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159177/1077/nissan-navara-rx-2wd-tipper-flat-deck","GREY","143666"
"95604","95604","USED","Sockburn","SOCKBURN","Used Cars","2015","Subaru","Forester","AWD Hatch 2.0L Eyesight CVT Auto","2015 Subaru Forester AWD Hatch 2.0L Eyesight CVT Auto","16990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97429281&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148159/1002/subaru-forester-awd-hatch-2-0l-eyesight-cvt-auto","WHITE","56373"
"95606","95606","USED","Sockburn","SOCKBURN","Used Cars","2019","Ford","Ranger","PX3 Wildtrak 4WD 3.2TD","2019 Ford Ranger PX3 Wildtrak 4WD 3.2TD","38990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97275868&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147945/1002/ford-ranger-px3-wildtrak-4wd-3-2td","Saber Orange","84252"
"95607","95607","USED","Sockburn","SOCKBURN","Used Cars","2023","Ford","Puma","ST-Line 1.0L Mild Hybrid","2023 Ford Puma ST-Line 1.0L Mild Hybrid","23990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97273793&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147944/1002/ford-puma-st-line-1-0l-mild-hybrid","Magnetic Grey","72541"
"95608","95608","USED","Sockburn","SOCKBURN","Used Cars","2026","Ford","Escape","Titanium 2.5L Full Hybrid","2026 Ford Escape Titanium 2.5L Full Hybrid","42790","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97532172&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148315/1002/ford-escape-titanium-2-5l-full-hybrid","Green","2517"
"95609","95609","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Escape","ST-Line X AWD FHEV 2.5 litre","2025 Ford Escape ST-Line X AWD FHEV 2.5 litre","47990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97579386&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148508/1002/ford-escape-st-line-x-awd-fhev-2-5-litre","White","26598"
"95611","95611","USED","Sockburn","SOCKBURN","Used Cars","2025","Ford","Puma","ST-Line 1.0L Mild Hybrid","2025 Ford Puma ST-Line 1.0L Mild Hybrid","34990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97579445&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148507/1002/ford-puma-st-line-1-0l-mild-hybrid","Solar Silver","4193"
"95612","95612","USED","Sockburn","SOCKBURN","Used Cars","2016","Mercedes-Benz","A- Class","A180 1.6 litre 7spd Auto NZ New","2016 Mercedes-Benz A- Class A180 1.6 litre 7spd Auto NZ New","15990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97429311&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148158/1002/mercedes-benz-a-class-a180-1-6-litre-7spd-auto-nz-new","Silver Metallic","70582"
"95620","95620","USED","Sockburn","SOCKBURN","Used Cars","2023","Ford","Puma","ST-Line 1.0L Mild Hybrid","2023 Ford Puma ST-Line 1.0L Mild Hybrid","22990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98325725&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159429/1002/ford-puma-st-line-1-0l-mild-hybrid","Frozen White","72839"
"95622","95622","USED","Sockburn","SOCKBURN","Used Cars","2024","Ford","Ranger","New Gen Wildtrak 4WD 2.0 Bi Turbo 10spd","2024 Ford Ranger New Gen Wildtrak 4WD 2.0 Bi Turbo 10spd","52990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97617772&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148556/1002/ford-ranger-new-gen-wildtrak-4wd-2-0-bi-turbo-10spd","Meteor Grey","47940"
"95627","95627","USED","Sockburn","SOCKBURN","Used Cars","2023","Nissan","Navara","ST-X 4WD 2.3L Twin-Turbo Diesel","2023 Nissan Navara ST-X 4WD 2.3L Twin-Turbo Diesel","42990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97985954&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159037/1002/nissan-navara-st-x-4wd-2-3l-twin-turbo-diesel","GREY","48483"
"95629","95629","USED","Sockburn","SOCKBURN","Used Cars","2025","Skoda","Fabia","Monte Carlo 110Kw Black Design Pack","2025 Skoda Fabia Monte Carlo 110Kw Black Design Pack","36990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97608171&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148554/1002/skoda-fabia-monte-carlo-110kw-black-design-pack","Onyx Black","8240"
"95633","95633","USED","Sockburn","SOCKBURN","Used Cars","2024","GWM","Cannon","Alpha Ultra HEV 2.0L Petrol","2024 GWM Cannon Alpha Ultra HEV 2.0L Petrol","49990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97615282&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148555/1002/gwm-cannon-alpha-ultra-hev-2-0l-petrol","Red","31155"
"95636","95636","USED","Sockburn","SOCKBURN","Used Cars","2024","Ford","Ranger","New Gen XLT 2WD 2.0 Bi Turbo 10spd","2024 Ford Ranger New Gen XLT 2WD 2.0 Bi Turbo 10spd","45990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97657967&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148633/1002/ford-ranger-new-gen-xlt-2wd-2-0-bi-turbo-10spd","Meteor Grey","26751"
"95638","95638","USED","Sockburn","SOCKBURN","Used Cars","2024","Ford","Everest","New Gen Sport 4WD 2.0 Bi Turbo 7 Seater 10spd","2024 Ford Everest New Gen Sport 4WD 2.0 Bi Turbo 7 Seater 10spd","56990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98224102&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159376/1077/ford-everest-new-gen-sport-4wd-2-0-bi-turbo-7-seater-10spd","Arctic White","64665"
"95639","95639","USED","Sockburn","SOCKBURN","Rangiora Used","2024","Ford","Ranger","New Gen Sport 4WD 2.0L 10Spd","2024 Ford Ranger New Gen Sport 4WD 2.0L 10Spd","50990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97925330&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159277/1077/ford-ranger-new-gen-sport-4wd-2-0l-10spd","WHITE","57631"
"95641","95641","USED","Sockburn","SOCKBURN","Used Cars","2021","Ford","Everest","Titanium 4WD 2.0L Bi Turbo 7 Seater","2021 Ford Everest Titanium 4WD 2.0L Bi Turbo 7 Seater","45990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97984837&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159038/1002/ford-everest-titanium-4wd-2-0l-bi-turbo-7-seater","WHITE","70750"
"95645","95645","USED","Sockburn","SOCKBURN","Used Cars","2024","Ford","Everest","New Gen Sport 4WD 2.0L Bi Turbo 7 Seater","2024 Ford Everest New Gen Sport 4WD 2.0L Bi Turbo 7 Seater","60990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97951499&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/158996/1002/ford-everest-new-gen-sport-4wd-2-0l-bi-turbo-7-seater","WHITE","31303"
"95647","95647","USED","Sockburn","SOCKBURN","Rangiora Used","2022","Ford","Ranger","New Gen XLT 4WD 2.0 Bi Turbo 10spd","2022 Ford Ranger New Gen XLT 4WD 2.0 Bi Turbo 10spd","35990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98019059&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159092/1002/ford-ranger-new-gen-xlt-4wd-2-0-bi-turbo-10spd","WHITE","185462"
"95655","95655","USED","Sockburn","SOCKBURN","Used Cars","2026","Ford","Ranger","New Gen Platinum 4WD 3.0L 10Spd","2026 Ford Ranger New Gen Platinum 4WD 3.0L 10Spd","81990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97925197&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/158954/1002/ford-ranger-new-gen-platinum-4wd-3-0l-10spd","WHITE","13344"
"95661","95661","USED","Sockburn","SOCKBURN","Used Cars","2023","Ford","Everest","New Gen Sport 4WD 2.0 Bi Turbo 7 Seater 10spd","2023 Ford Everest New Gen Sport 4WD 2.0 Bi Turbo 7 Seater 10spd","54990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98106710&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159203/1002/ford-everest-new-gen-sport-4wd-2-0-bi-turbo-7-seater-10spd","Arctic White","88833"
